station_id,bikes_available,docks_available,time
2,2,25,2013/08/29 14:23:01
2,2,25,2013/08/29 14:24:01
2,2,25,2013/08/29 14:25:01
2,2,25,2013/08/29 14:26:02
2,2,25,2013/08/29 14:27:01
2,2,25,2013/08/29 14:28:01
2,2,25,2013/08/29 14:29:01
2,2,25,2013/08/29 14:30:01
2,2,25,2013/08/29 14:31:01
2,2,25,2013/08/29 14:32:03
2,2,25,2013/08/29 14:33:01
2,2,25,2013/08/29 14:35:01
2,2,25,2013/08/29 14:36:01
2,2,25,2013/08/29 14:37:01
2,2,25,2013/08/29 14:38:01
2,2,25,2013/08/29 14:39:01
2,2,25,2013/08/29 14:40:01
2,2,25,2013/08/29 14:41:02
2,2,25,2013/08/29 14:42:02
2,2,25,2013/08/29 14:43:01
2,2,25,2013/08/29 14:44:02
2,2,25,2013/08/29 14:45:01
2,2,25,2013/08/29 14:47:01
2,2,25,2013/08/29 14:48:02
2,2,25,2013/08/29 14:49:01
2,2,25,2013/08/29 14:50:01
2,2,25,2013/08/29 14:51:02
2,2,25,2013/08/29 14:52:02
2,2,25,2013/08/29 14:53:01
2,2,25,2013/08/29 14:54:01
2,2,25,2013/08/29 14:55:01
2,2,25,2013/08/29 14:56:01
2,2,25,2013/08/29 14:57:01
2,2,25,2013/08/29 14:58:01
2,2,25,2013/08/29 14:59:01
2,2,25,2013/08/29 15:00:02
2,2,25,2013/08/29 15:01:01
2,2,25,2013/08/29 15:02:02
2,2,25,2013/08/29 15:03:01
2,2,25,2013/08/29 15:04:01
2,2,25,2013/08/29 15:05:01
2,2,25,2013/08/29 15:06:02
2,2,25,2013/08/29 15:08:01
2,2,25,2013/08/29 15:10:01
2,2,25,2013/08/29 15:11:02
2,2,25,2013/08/29 15:12:02
2,2,25,2013/08/29 15:14:01
2,2,25,2013/08/29 15:15:01
2,2,25,2013/08/29 15:16:01
2,2,25,2013/08/29 15:17:04
2,2,25,2013/08/29 15:18:01
2,2,25,2013/08/29 15:19:01
2,2,25,2013/08/29 15:20:02
2,2,25,2013/08/29 15:21:01
2,2,25,2013/08/29 15:23:01
2,2,25,2013/08/29 15:24:01
2,2,25,2013/08/29 15:25:01
2,2,25,2013/08/29 15:26:07
2,2,25,2013/08/29 15:27:01
2,2,25,2013/08/29 15:28:01
2,2,25,2013/08/29 15:29:01
2,2,25,2013/08/29 15:30:01
2,2,25,2013/08/29 15:31:02
2,2,25,2013/08/29 15:32:01
2,2,25,2013/08/29 15:33:01
2,2,25,2013/08/29 15:34:01
2,2,25,2013/08/29 15:35:01
2,2,25,2013/08/29 15:36:01
2,2,25,2013/08/29 15:38:01
2,2,25,2013/08/29 15:40:01
2,2,25,2013/08/29 15:41:02
2,2,25,2013/08/29 15:42:01
2,2,25,2013/08/29 15:43:01
2,2,25,2013/08/29 15:44:01
2,2,25,2013/08/29 15:45:01
2,2,25,2013/08/29 15:46:01
2,2,25,2013/08/29 15:47:01
2,2,25,2013/08/29 15:48:01
2,2,25,2013/08/29 15:49:01
2,2,25,2013/08/29 15:50:01
2,2,25,2013/08/29 15:51:01
2,2,25,2013/08/29 15:52:01
2,2,25,2013/08/29 15:53:01
2,2,25,2013/08/29 15:54:01
2,2,25,2013/08/29 15:55:02
2,2,25,2013/08/29 15:56:01
2,2,25,2013/08/29 15:57:01
2,2,25,2013/08/29 15:58:01
2,2,25,2013/08/29 15:59:01
2,2,25,2013/08/29 16:00:01
2,2,25,2013/08/29 16:01:02
2,2,25,2013/08/29 16:02:01
2,2,25,2013/08/29 16:03:01
2,2,25,2013/08/29 16:04:01
2,2,25,2013/08/29 16:05:01
2,2,25,2013/08/29 16:06:01
2,2,25,2013/08/29 16:07:01
2,2,25,2013/08/29 16:08:01
2,2,25,2013/08/29 16:10:01
2,2,25,2013/08/29 16:11:01
2,2,25,2013/08/29 16:12:01
2,2,25,2013/08/29 16:13:01
2,2,25,2013/08/29 16:15:01
2,2,25,2013/08/29 16:16:02
2,2,25,2013/08/29 16:17:01
2,2,25,2013/08/29 16:18:01
2,2,25,2013/08/29 16:19:01
77,12,15,2014-12-03 09:03:03
77,12,15,2014-12-03 09:04:03
77,12,15,2014-12-03 09:05:03
77,12,15,2014-12-03 09:06:03
77,12,15,2014-12-03 09:07:03
77,12,15,2014-12-03 09:08:03
77,12,15,2014-12-03 09:09:02
77,12,15,2014-12-03 09:10:02
77,12,15,2014-12-03 09:11:02
77,13,14,2014-12-03 09:12:03
77,13,14,2014-12-03 09:13:02
77,13,14,2014-12-03 09:14:02
77,13,14,2014-12-03 09:15:03
77,12,15,2014-12-03 09:16:03
77,12,15,2014-12-03 09:17:03
77,12,15,2014-12-03 09:18:02
77,12,15,2014-12-03 09:19:02
77,12,15,2014-12-03 09:20:03
77,12,15,2014-12-03 09:21:02
77,12,15,2014-12-03 09:22:03
77,12,15,2014-12-03 09:23:02
77,12,15,2014-12-03 09:24:04
77,12,15,2014-12-03 09:25:03
77,12,15,2014-12-03 09:26:03
77,12,15,2014-12-03 09:27:02
77,12,15,2014-12-03 09:28:01
77,12,15,2014-12-03 09:29:02
77,12,15,2014-12-03 09:30:02
77,11,16,2014-12-03 09:31:03
77,12,15,2014-12-03 09:32:02
77,11,16,2014-12-03 09:33:02
77,11,16,2014-12-03 09:34:03
77,11,16,2014-12-03 09:35:03
77,11,16,2014-12-03 09:36:02
77,11,16,2014-12-03 09:37:01
77,11,16,2014-12-03 09:38:03
77,11,16,2014-12-03 09:39:02
77,11,16,2014-12-03 09:40:02
77,9,18,2014-12-03 09:41:03
77,9,18,2014-12-03 09:42:03
77,9,18,2014-12-03 09:43:03
77,9,18,2014-12-03 09:44:03
77,9,18,2014-12-03 09:45:02
77,9,18,2014-12-03 09:46:02
77,9,18,2014-12-03 09:47:02
77,9,18,2014-12-03 09:48:02
77,9,18,2014-12-03 09:49:02
77,9,18,2014-12-03 09:50:03
77,9,18,2014-12-03 09:51:02
77,9,18,2014-12-03 09:52:02
77,9,18,2014-12-03 09:53:03
77,9,18,2014-12-03 09:54:02
77,9,18,2014-12-03 09:55:03
77,9,18,2014-12-03 09:56:02
77,10,17,2014-12-03 09:57:03
77,10,17,2014-12-03 09:58:02
77,10,17,2014-12-03 09:59:02
77,10,17,2014-12-03 10:00:02
77,10,17,2014-12-03 10:01:03
77,10,17,2014-12-03 10:02:02
77,10,17,2014-12-03 10:03:03
77,10,17,2014-12-03 10:04:03
77,10,17,2014-12-03 10:05:02
77,10,17,2014-12-03 10:06:03
77,10,17,2014-12-03 10:07:02
77,10,17,2014-12-03 10:08:03
77,10,17,2014-12-03 10:09:03
77,10,17,2014-12-03 10:10:03
77,10,17,2014-12-03 10:11:02
77,10,17,2014-12-03 10:12:02
77,10,17,2014-12-03 10:13:03
77,10,17,2014-12-03 10:14:02
77,10,17,2014-12-03 10:15:02
77,10,17,2014-12-03 10:16:03
77,10,17,2014-12-03 10:17:03
77,10,17,2014-12-03 10:18:03
77,10,17,2014-12-03 10:19:03
77,10,17,2014-12-03 10:20:03
77,10,17,2014-12-03 10:21:03
77,10,17,2014-12-03 10:22:02
77,9,18,2014-12-03 10:23:02
77,9,18,2014-12-03 10:24:02
77,9,18,2014-12-03 10:25:01
77,9,18,2014-12-03 10:26:02
77,9,18,2014-12-03 10:27:02
77,9,18,2014-12-03 10:28:02
77,9,18,2014-12-03 10:29:02
77,9,18,2014-12-03 10:30:03
77,8,19,2014-12-03 10:31:03
77,8,19,2014-12-03 10:32:02
77,8,19,2014-12-03 10:33:03
77,8,19,2014-12-03 10:34:02
77,8,19,2014-12-03 10:35:03
77,8,19,2014-12-03 10:36:02
77,8,19,2014-12-03 10:37:04
77,8,19,2014-12-03 10:38:03
77,8,19,2014-12-03 10:39:02
77,8,19,2014-12-03 10:40:03
77,7,20,2014-12-03 10:41:03
77,7,20,2014-12-03 10:42:03
77,7,20,2014-12-03 10:43:03
77,7,20,2014-12-03 10:44:04
77,7,20,2014-12-03 10:45:03
77,7,20,2014-12-03 10:46:02
77,7,20,2014-12-03 10:47:02
77,7,20,2014-12-03 10:48:03
77,7,20,2014-12-03 10:49:02
77,7,20,2014-12-03 10:50:03
77,7,20,2014-12-03 10:51:03
77,7,20,2014-12-03 10:52:02
77,7,20,2014-12-03 10:53:03
77,7,20,2014-12-03 10:54:02
77,7,20,2014-12-03 10:55:03
77,7,20,2014-12-03 10:56:02
77,7,20,2014-12-03 10:57:02
77,7,20,2014-12-03 10:58:02
77,7,20,2014-12-03 10:59:02
77,7,20,2014-12-03 11:00:03
77,7,20,2014-12-03 11:01:02
77,7,20,2014-12-03 11:02:02
77,7,20,2014-12-03 11:03:02
77,7,20,2014-12-03 11:04:03
77,7,20,2014-12-03 11:05:02
77,7,20,2014-12-03 11:06:02
77,8,19,2014-12-03 11:07:03
77,8,19,2014-12-03 11:08:02
77,8,19,2014-12-03 11:09:02
77,8,19,2014-12-03 11:10:03
77,8,19,2014-12-03 11:11:02
77,8,19,2014-12-03 11:12:02
77,8,19,2014-12-03 11:13:03
77,10,17,2014-12-03 13:02:02
77,10,17,2014-12-03 13:03:02
77,10,17,2014-12-03 13:04:02
77,10,17,2014-12-03 13:05:03
77,10,17,2014-12-03 13:06:03
77,10,17,2014-12-03 13:07:01
77,10,17,2014-12-03 13:08:03
77,10,17,2014-12-03 13:09:03
77,11,16,2014-12-03 13:10:03
77,11,16,2014-12-03 13:11:03
77,11,16,2014-12-03 13:12:03
77,11,16,2014-12-03 13:13:02
77,11,16,2014-12-03 13:14:03
77,11,16,2014-12-03 13:15:03
77,11,16,2014-12-03 13:16:03
77,11,16,2014-12-03 13:17:02
77,11,16,2014-12-03 13:18:02
77,11,16,2014-12-03 13:19:02
77,11,16,2014-12-03 13:20:02
77,11,16,2014-12-03 13:21:03
77,11,16,2014-12-03 13:22:03
77,11,16,2014-12-03 13:23:02
77,11,16,2014-12-03 13:24:02
77,11,16,2014-12-03 13:25:03
77,11,16,2014-12-03 13:26:03
77,11,16,2014-12-03 13:27:03
77,11,16,2014-12-03 13:28:03
77,11,16,2014-12-03 13:29:03
77,11,16,2014-12-03 13:30:03
77,12,15,2014-12-03 13:31:03
77,12,15,2014-12-03 13:32:03
77,12,15,2014-12-03 13:33:02
77,12,15,2014-12-03 13:34:03
77,12,15,2014-12-03 13:35:03
77,12,15,2014-12-03 13:36:02
77,12,15,2014-12-03 13:37:02
77,12,15,2014-12-03 13:38:02
77,12,15,2014-12-03 13:39:03
77,12,15,2014-12-03 13:40:02
77,13,14,2014-12-03 13:41:03
77,13,14,2014-12-03 13:42:02
77,13,14,2014-12-03 13:43:02
77,13,14,2014-12-03 13:44:03
77,13,14,2014-12-03 13:45:02
77,14,13,2014-12-03 13:46:02
77,14,13,2014-12-03 13:47:03
77,14,13,2014-12-03 13:48:03
77,14,13,2014-12-03 13:49:03
77,14,13,2014-12-03 13:50:02
77,14,13,2014-12-03 13:51:03
77,14,13,2014-12-03 13:52:03
77,14,13,2014-12-03 13:53:02
77,14,13,2014-12-03 13:54:03
77,14,13,2014-12-03 13:55:03
77,14,13,2014-12-03 13:56:02
77,14,13,2014-12-03 13:57:03
77,14,13,2014-12-03 13:58:03
77,14,13,2014-12-03 13:59:03
77,14,13,2014-12-03 14:00:04
77,14,13,2014-12-03 14:01:02
77,14,13,2014-12-03 14:02:03
77,14,13,2014-12-03 14:03:02
77,14,13,2014-12-03 14:04:02
77,14,13,2014-12-03 14:05:03
77,14,13,2014-12-03 14:06:03
77,14,13,2014-12-03 14:07:02
77,14,13,2014-12-03 14:08:03
77,14,13,2014-12-03 14:09:03
77,14,13,2014-12-03 14:10:02
77,14,13,2014-12-03 14:11:04
77,14,13,2014-12-03 14:12:03
77,14,13,2014-12-03 14:13:03
77,14,13,2014-12-03 14:14:03
77,14,13,2014-12-03 14:15:03
77,15,12,2014-12-03 14:16:03
77,15,12,2014-12-03 14:17:03
77,15,12,2014-12-03 14:18:03
77,15,12,2014-12-03 14:19:03
77,15,12,2014-12-03 14:20:02
77,15,12,2014-12-03 14:21:03
77,15,12,2014-12-03 14:22:03
77,15,12,2014-12-03 14:23:03
77,15,12,2014-12-03 14:24:04
77,15,12,2014-12-03 14:25:02
77,15,12,2014-12-03 14:26:03
77,15,12,2014-12-03 14:27:03
77,15,12,2014-12-03 14:28:02
77,15,12,2014-12-03 14:29:03
77,15,12,2014-12-03 14:30:03
77,15,12,2014-12-03 14:31:03
77,15,12,2014-12-03 14:32:03
77,15,12,2014-12-03 14:33:03
77,15,12,2014-12-03 14:34:02
77,15,12,2014-12-03 14:35:03
77,15,12,2014-12-03 14:36:02
77,15,12,2014-12-03 14:37:03
77,15,12,2014-12-03 14:38:02
77,15,12,2014-12-03 14:39:02
77,15,12,2014-12-03 14:40:03
77,15,12,2014-12-03 14:41:03
77,15,12,2014-12-03 14:42:02
77,15,12,2014-12-03 14:43:03
77,15,12,2014-12-03 14:44:02
77,15,12,2014-12-03 14:45:03
77,15,12,2014-12-03 14:46:04
77,15,12,2014-12-03 14:47:03
77,15,12,2014-12-03 14:48:03
77,15,12,2014-12-03 14:49:03
77,15,12,2014-12-03 14:50:02
77,15,12,2014-12-03 14:51:03
77,15,12,2014-12-03 14:52:03
77,15,12,2014-12-03 14:53:03
77,15,12,2014-12-03 14:54:02
77,15,12,2014-12-03 14:55:02
77,15,12,2014-12-03 14:56:02
77,15,12,2014-12-03 14:57:03
77,15,12,2014-12-03 14:58:03
77,15,12,2014-12-03 14:59:02
77,15,12,2014-12-03 15:00:02
77,15,12,2014-12-03 15:01:02
77,15,12,2014-12-03 15:02:03
77,15,12,2014-12-03 15:03:03
77,15,12,2014-12-03 15:04:02
77,15,12,2014-12-03 15:05:03
77,15,12,2014-12-03 15:06:02
77,15,12,2014-12-03 15:07:02
77,15,12,2014-12-03 15:08:03
77,15,12,2014-12-03 15:09:02
77,15,12,2014-12-03 15:10:03
77,15,12,2014-12-03 15:11:03
77,15,12,2014-12-03 15:12:02
77,15,12,2014-12-03 15:13:02
77,15,12,2014-12-03 15:14:03
77,15,12,2014-12-03 15:15:02
77,15,12,2014-12-03 15:16:03
77,15,12,2014-12-03 15:17:03
77,15,12,2014-12-03 15:18:03
77,15,12,2014-12-03 15:19:03
77,15,12,2014-12-03 15:20:02
77,15,12,2014-12-03 15:21:02
77,15,12,2014-12-03 15:22:02
77,15,12,2014-12-03 15:23:02
77,15,12,2014-12-03 15:24:03
77,15,12,2014-12-03 15:25:02
77,15,12,2014-12-03 15:26:03
77,15,12,2014-12-03 15:27:03
77,15,12,2014-12-03 15:28:02
77,15,12,2014-12-03 15:29:03
77,15,12,2014-12-03 15:30:03
77,15,12,2014-12-03 15:31:04
77,15,12,2014-12-03 15:32:02
77,15,12,2014-12-03 15:33:02
77,15,12,2014-12-03 15:34:03
77,15,12,2014-12-03 15:35:03
77,15,12,2014-12-03 15:36:02
77,15,12,2014-12-03 15:37:02
77,15,12,2014-12-03 15:38:02
77,15,12,2014-12-03 15:39:03
77,15,12,2014-12-03 15:40:03
77,15,12,2014-12-03 15:41:02
77,16,11,2014-12-03 15:42:02
77,16,11,2014-12-03 15:43:04
77,16,11,2014-12-03 15:44:03
77,16,11,2014-12-03 15:45:03
77,16,11,2014-12-03 15:46:03
77,16,11,2014-12-03 15:47:03
77,16,11,2014-12-03 15:48:03
77,16,11,2014-12-03 15:49:02
77,16,11,2014-12-03 15:50:03
77,16,11,2014-12-03 15:51:02
77,16,11,2014-12-03 15:52:03
77,16,11,2014-12-03 15:53:02
77,16,11,2014-12-03 15:54:02
77,16,11,2014-12-03 15:55:02
77,16,11,2014-12-03 15:56:03
77,16,11,2014-12-03 15:57:02
77,16,11,2014-12-03 15:58:03
77,16,11,2014-12-03 15:59:02
77,16,11,2014-12-03 16:00:03
77,16,11,2014-12-03 16:01:03
77,16,11,2014-12-03 16:02:03
77,16,11,2014-12-03 16:03:02
77,16,11,2014-12-03 16:04:02
77,16,11,2014-12-03 16:05:02
77,16,11,2014-12-03 16:06:02
77,16,11,2014-12-03 16:07:02
77,16,11,2014-12-03 16:08:02
77,16,11,2014-12-03 16:09:02
77,16,11,2014-12-03 16:10:03
77,16,11,2014-12-03 16:11:02
77,16,11,2014-12-03 16:12:02
77,16,11,2014-12-03 16:13:02
77,16,11,2014-12-03 16:14:03
77,16,11,2014-12-03 16:15:02
77,16,11,2014-12-03 16:16:03
77,16,11,2014-12-03 16:17:02
77,16,11,2014-12-03 16:18:03
77,16,11,2014-12-03 16:19:03
77,16,11,2014-12-03 16:20:02
77,16,11,2014-12-03 16:21:02
77,16,11,2014-12-03 16:22:02
77,16,11,2014-12-03 16:23:03
77,16,11,2014-12-03 16:24:03
77,16,11,2014-12-03 16:25:02
77,16,11,2014-12-03 16:26:03
77,16,11,2014-12-03 16:27:02
77,16,11,2014-12-03 16:28:02
77,16,11,2014-12-03 16:29:02
77,16,11,2014-12-03 16:30:02
77,16,11,2014-12-03 16:31:03
77,15,12,2014-12-03 16:32:02
77,15,12,2014-12-03 16:33:03
77,15,12,2014-12-03 16:34:03
77,16,11,2014-12-03 16:35:03
77,16,11,2014-12-03 16:36:03
77,16,11,2014-12-03 16:37:02
77,16,11,2014-12-03 16:38:03
77,16,11,2014-12-03 16:39:03
77,17,10,2014-12-03 16:40:03
77,17,10,2014-12-03 16:41:02
77,17,10,2014-12-03 16:42:03
77,17,10,2014-12-03 16:43:01
77,17,10,2014-12-03 16:44:02
77,17,10,2014-12-03 16:45:03
77,17,10,2014-12-03 16:46:01
77,17,10,2014-12-03 16:47:03
77,17,10,2014-12-03 16:48:03
77,17,10,2014-12-03 16:49:03
77,17,10,2014-12-03 16:50:03
77,17,10,2014-12-03 16:51:02
77,17,10,2014-12-03 16:52:02
77,18,9,2014-12-03 16:53:02
77,17,10,2014-12-03 16:54:03
77,17,10,2014-12-03 16:55:03
77,17,10,2014-12-03 16:56:02
77,18,9,2014-12-03 16:57:03
77,18,9,2014-12-03 16:58:03
77,18,9,2014-12-03 16:59:03
77,18,9,2014-12-03 17:00:03
77,18,9,2014-12-03 17:01:03
77,18,9,2014-12-03 17:02:02
77,18,9,2014-12-03 17:03:03
77,19,8,2014-12-03 17:04:02
77,19,8,2014-12-03 17:05:02
77,19,8,2014-12-03 17:06:03
77,19,8,2014-12-03 17:07:03
77,19,8,2014-12-03 17:08:03
77,19,8,2014-12-03 17:09:02
77,19,8,2014-12-03 17:10:03
77,19,8,2014-12-03 17:11:03
77,18,9,2014-12-03 17:12:03
77,18,9,2014-12-03 17:13:03
77,18,9,2014-12-03 17:14:03
77,18,9,2014-12-03 17:15:01
77,18,9,2014-12-03 17:16:03
77,18,9,2014-12-03 17:17:03
77,18,9,2014-12-03 17:18:02
77,18,9,2014-12-03 17:19:03
77,18,9,2014-12-03 17:20:03
77,18,9,2014-12-03 17:21:02
77,18,9,2014-12-03 17:22:03
77,17,10,2014-12-03 17:23:02
77,17,10,2014-12-03 17:24:02
77,17,10,2014-12-03 17:25:02
77,17,10,2014-12-03 17:26:03
77,18,9,2014-12-03 17:27:03
77,18,9,2014-12-03 17:28:03
77,18,9,2014-12-03 17:29:03
77,18,9,2014-12-03 17:30:03
77,18,9,2014-12-03 17:31:03
77,18,9,2014-12-03 17:32:03
77,18,9,2014-12-03 17:33:02
77,18,9,2014-12-03 17:34:02
77,18,9,2014-12-03 17:35:03
77,18,9,2014-12-03 17:36:03
77,18,9,2014-12-03 17:37:03
77,18,9,2014-12-03 17:38:03
77,18,9,2014-12-03 17:39:02
77,18,9,2014-12-03 17:40:02
77,18,9,2014-12-03 17:41:03
77,18,9,2014-12-03 17:42:03
77,18,9,2014-12-03 17:43:02
77,18,9,2014-12-03 17:44:02
77,18,9,2014-12-03 17:45:03
77,18,9,2014-12-03 17:46:03
77,18,9,2014-12-03 17:47:02
77,18,9,2014-12-03 17:48:02
77,18,9,2014-12-03 17:49:03
77,18,9,2014-12-03 17:50:03
77,16,11,2014-12-03 17:51:03
77,16,11,2014-12-03 17:52:02
77,16,11,2014-12-03 17:53:03
77,17,10,2014-12-03 17:54:03
77,17,10,2014-12-03 17:55:02
77,15,12,2014-12-03 17:56:03
77,15,12,2014-12-03 17:57:03
77,15,12,2014-12-03 17:58:02
77,15,12,2014-12-03 17:59:02
77,15,12,2014-12-03 18:00:02
77,15,12,2014-12-03 18:01:02
77,15,12,2014-12-03 18:02:03
77,15,12,2014-12-03 18:03:03
77,15,12,2014-12-03 18:04:03
77,15,12,2014-12-03 18:05:03
77,15,12,2014-12-03 18:06:02
77,15,12,2014-12-03 18:07:02
77,15,12,2014-12-03 18:08:02
77,15,12,2014-12-03 18:09:03
77,15,12,2014-12-03 18:10:03
77,15,12,2014-12-03 18:11:03
77,15,12,2014-12-03 18:12:02
77,15,12,2014-12-03 18:13:02
77,15,12,2014-12-03 18:14:02
77,15,12,2014-12-03 18:15:03
77,15,12,2014-12-03 18:16:02
77,15,12,2014-12-03 18:17:03
77,15,12,2014-12-03 18:18:03
77,15,12,2014-12-03 18:19:03
77,15,12,2014-12-03 18:20:02
77,14,13,2014-12-03 18:21:02
77,14,13,2014-12-03 18:22:03
77,16,11,2014-12-03 18:23:03
77,16,11,2014-12-03 18:24:02
77,16,11,2014-12-03 18:25:02
77,16,11,2014-12-03 18:26:03
77,16,11,2014-12-03 18:27:03
77,16,11,2014-12-03 18:28:02
77,16,11,2014-12-03 18:29:03
77,16,11,2014-12-03 18:30:02
77,15,12,2014-12-03 18:31:03
77,15,12,2014-12-03 18:32:03
77,15,12,2014-12-03 18:33:03
77,15,12,2014-12-03 18:34:03
77,15,12,2014-12-03 18:35:02
77,15,12,2014-12-03 18:36:02
77,15,12,2014-12-03 18:37:03
77,15,12,2014-12-03 18:38:03
77,16,11,2014-12-03 18:39:03
77,16,11,2014-12-03 18:40:03
77,16,11,2014-12-03 18:41:03
77,17,10,2014-12-03 18:42:02
77,17,10,2014-12-03 18:43:02
77,17,10,2014-12-03 18:44:03
77,17,10,2014-12-03 18:45:02
77,17,10,2014-12-03 18:46:02
77,17,10,2014-12-03 18:47:03
77,17,10,2014-12-03 18:48:03
77,17,10,2014-12-03 18:49:02
77,16,11,2014-12-03 18:50:02
77,16,11,2014-12-03 18:51:02
77,16,11,2014-12-03 18:52:03
77,16,11,2014-12-03 18:53:02
77,16,11,2014-12-03 18:54:03
77,16,11,2014-12-03 18:55:02
77,15,12,2014-12-03 18:56:03
77,15,12,2014-12-03 18:57:02
77,15,12,2014-12-03 18:58:03
77,15,12,2014-12-03 18:59:03
77,15,12,2014-12-03 19:00:02
77,16,11,2014-12-03 19:01:02
77,16,11,2014-12-03 19:02:03
77,16,11,2014-12-03 19:03:03
77,16,11,2014-12-03 19:04:03
77,16,11,2014-12-03 19:05:03
77,16,11,2014-12-03 19:06:03
77,16,11,2014-12-03 19:07:03
77,16,11,2014-12-03 19:08:03
77,16,11,2014-12-03 19:09:03
77,16,11,2014-12-03 19:10:03
77,16,11,2014-12-03 19:11:02
77,16,11,2014-12-03 19:12:02
77,16,11,2014-12-03 19:13:03
77,16,11,2014-12-03 19:14:02
77,16,11,2014-12-03 19:15:02
77,16,11,2014-12-03 19:16:03
