station_id,bikes_available,docks_available,time
77,16,11,2014-12-03 19:17:03
77,16,11,2014-12-03 19:18:03
77,16,11,2014-12-03 19:19:04
77,16,11,2014-12-03 19:20:02
77,15,12,2014-12-03 19:21:03
77,15,12,2014-12-03 19:22:03
77,15,12,2014-12-03 19:23:03
77,15,12,2014-12-03 19:24:03
77,15,12,2014-12-03 19:25:03
77,15,12,2014-12-03 19:26:03
77,15,12,2014-12-03 19:27:02
77,15,12,2014-12-03 19:28:02
77,15,12,2014-12-03 19:29:02
77,15,12,2014-12-03 19:30:02
77,15,12,2014-12-03 19:31:02
77,15,12,2014-12-03 19:32:02
77,15,12,2014-12-03 19:33:02
77,15,12,2014-12-03 19:34:02
77,15,12,2014-12-03 19:35:03
77,15,12,2014-12-03 19:36:03
77,15,12,2014-12-03 19:37:02
77,15,12,2014-12-03 19:38:03
77,15,12,2014-12-03 19:39:03
77,15,12,2014-12-03 19:40:02
77,15,12,2014-12-03 19:41:03
77,15,12,2014-12-03 19:42:03
77,15,12,2014-12-03 19:43:02
77,15,12,2014-12-03 19:44:03
77,15,12,2014-12-03 19:45:03
77,15,12,2014-12-03 19:46:03
77,15,12,2014-12-03 19:47:03
77,15,12,2014-12-03 19:48:02
77,15,12,2014-12-03 19:49:03
77,15,12,2014-12-03 19:50:03
77,15,12,2014-12-03 19:51:03
77,15,12,2014-12-03 19:52:03
77,15,12,2014-12-03 19:53:02
77,15,12,2014-12-03 19:54:03
77,15,12,2014-12-03 19:55:03
77,15,12,2014-12-03 19:56:02
77,15,12,2014-12-03 19:57:02
77,15,12,2014-12-03 19:58:03
77,15,12,2014-12-03 19:59:04
77,15,12,2014-12-03 20:00:02
77,16,11,2014-12-03 20:01:03
77,16,11,2014-12-03 20:02:02
77,16,11,2014-12-03 20:03:02
77,16,11,2014-12-03 20:04:03
77,16,11,2014-12-03 20:05:03
77,16,11,2014-12-03 20:06:02
77,16,11,2014-12-03 20:07:03
77,16,11,2014-12-03 20:08:03
77,16,11,2014-12-03 20:09:03
77,16,11,2014-12-03 20:10:03
77,16,11,2014-12-03 20:11:03
77,16,11,2014-12-03 20:12:02
77,16,11,2014-12-03 20:13:02
77,16,11,2014-12-03 20:14:03
77,16,11,2014-12-03 20:15:02
77,16,11,2014-12-03 20:16:03
77,16,11,2014-12-03 20:17:02
77,16,11,2014-12-03 20:18:03
77,16,11,2014-12-03 20:19:03
77,16,11,2014-12-03 20:20:03
77,16,11,2014-12-03 20:21:02
77,16,11,2014-12-03 20:22:02
77,16,11,2014-12-03 20:23:04
77,16,11,2014-12-03 20:24:03
77,16,11,2014-12-03 20:25:02
77,16,11,2014-12-03 20:26:02
77,16,11,2014-12-03 20:27:03
77,16,11,2014-12-03 20:28:02
77,16,11,2014-12-03 20:29:02
77,16,11,2014-12-03 20:30:03
77,16,11,2014-12-03 20:31:03
77,16,11,2014-12-03 20:32:03
77,16,11,2014-12-03 20:33:03
77,16,11,2014-12-03 20:34:03
77,16,11,2014-12-03 20:35:02
77,16,11,2014-12-03 20:36:02
77,16,11,2014-12-03 20:37:03
77,16,11,2014-12-03 20:38:03
77,16,11,2014-12-03 20:39:02
77,16,11,2014-12-03 20:40:02
77,16,11,2014-12-03 20:41:03
77,16,11,2014-12-03 20:42:03
77,16,11,2014-12-03 20:43:03
77,16,11,2014-12-03 20:44:03
77,16,11,2014-12-03 20:45:03
77,16,11,2014-12-03 20:46:03
77,16,11,2014-12-03 20:47:03
77,16,11,2014-12-03 20:48:03
77,16,11,2014-12-03 20:49:03
77,16,11,2014-12-03 20:50:03
77,16,11,2014-12-03 20:51:03
77,16,11,2014-12-03 20:52:03
77,16,11,2014-12-03 20:53:02
77,16,11,2014-12-03 20:54:03
77,16,11,2014-12-03 20:55:03
77,16,11,2014-12-03 20:56:02
77,16,11,2014-12-03 20:57:03
77,16,11,2014-12-03 20:58:02
77,16,11,2014-12-03 20:59:03
77,16,11,2014-12-03 21:00:03
77,16,11,2014-12-03 21:01:03
77,16,11,2014-12-03 21:02:03
77,16,11,2014-12-03 21:03:02
77,16,11,2014-12-03 21:04:02
77,16,11,2014-12-03 21:05:02
77,16,11,2014-12-03 21:06:02
77,16,11,2014-12-03 21:07:02
77,16,11,2014-12-03 21:08:03
77,16,11,2014-12-03 21:09:03
77,16,11,2014-12-03 21:10:02
77,16,11,2014-12-03 21:11:02
77,16,11,2014-12-03 21:12:03
77,16,11,2014-12-03 21:13:03
77,16,11,2014-12-03 21:14:03
77,16,11,2014-12-03 21:15:02
77,16,11,2014-12-03 21:16:02
77,16,11,2014-12-03 21:17:02
77,16,11,2014-12-03 21:18:02
77,16,11,2014-12-03 21:19:03
77,16,11,2014-12-03 21:20:02
77,16,11,2014-12-03 21:21:02
77,16,11,2014-12-03 21:22:02
77,16,11,2014-12-03 21:23:03
77,16,11,2014-12-03 21:24:03
77,16,11,2014-12-03 21:25:03
77,16,11,2014-12-03 21:26:02
77,16,11,2014-12-03 21:27:03
77,16,11,2014-12-03 21:28:01
77,16,11,2014-12-03 21:29:03
77,16,11,2014-12-03 21:30:02
77,16,11,2014-12-03 21:31:03
77,16,11,2014-12-03 21:32:04
77,16,11,2014-12-03 21:33:03
77,16,11,2014-12-03 21:34:03
77,16,11,2014-12-03 21:35:02
77,16,11,2014-12-03 21:36:03
77,16,11,2014-12-03 21:37:03
77,16,11,2014-12-03 21:38:01
77,16,11,2014-12-03 21:39:02
77,16,11,2014-12-03 21:40:03
77,16,11,2014-12-03 21:41:03
77,16,11,2014-12-03 21:42:03
77,15,12,2014-12-03 21:43:02
77,15,12,2014-12-03 21:44:02
77,15,12,2014-12-03 21:45:02
77,15,12,2014-12-03 21:46:02
77,15,12,2014-12-03 21:47:03
77,15,12,2014-12-03 21:48:03
77,15,12,2014-12-03 21:49:03
77,15,12,2014-12-03 21:50:03
77,15,12,2014-12-03 21:51:02
77,15,12,2014-12-03 21:52:02
77,15,12,2014-12-03 21:53:03
77,15,12,2014-12-03 21:54:02
77,15,12,2014-12-03 21:55:02
77,15,12,2014-12-03 21:56:03
77,15,12,2014-12-03 21:57:02
77,15,12,2014-12-03 21:58:03
77,15,12,2014-12-03 21:59:03
77,15,12,2014-12-03 22:00:03
77,15,12,2014-12-03 22:01:03
77,15,12,2014-12-03 22:02:02
77,15,12,2014-12-03 22:03:03
77,15,12,2014-12-03 22:04:02
77,15,12,2014-12-03 22:05:02
77,15,12,2014-12-03 22:06:03
77,15,12,2014-12-03 22:07:03
77,15,12,2014-12-03 22:08:02
77,15,12,2014-12-03 22:09:03
77,15,12,2014-12-03 22:10:03
77,15,12,2014-12-03 22:11:03
77,15,12,2014-12-03 22:12:03
77,15,12,2014-12-03 22:13:02
77,15,12,2014-12-03 22:14:02
77,15,12,2014-12-03 22:15:03
77,15,12,2014-12-03 22:16:03
77,15,12,2014-12-03 22:17:03
77,15,12,2014-12-03 22:18:02
77,15,12,2014-12-03 22:19:03
77,15,12,2014-12-03 22:20:02
77,15,12,2014-12-03 22:21:02
77,15,12,2014-12-03 22:22:02
77,15,12,2014-12-03 22:23:03
77,15,12,2014-12-03 22:24:02
77,15,12,2014-12-03 22:25:03
77,15,12,2014-12-03 22:26:02
77,15,12,2014-12-03 22:27:03
77,15,12,2014-12-03 22:28:02
77,15,12,2014-12-03 22:29:02
77,15,12,2014-12-03 22:30:02
77,15,12,2014-12-03 22:31:03
77,15,12,2014-12-03 22:32:02
77,15,12,2014-12-03 22:33:03
77,15,12,2014-12-03 22:34:03
77,15,12,2014-12-03 22:35:03
77,15,12,2014-12-03 22:36:03
77,15,12,2014-12-03 22:37:02
77,15,12,2014-12-03 22:38:02
77,15,12,2014-12-03 22:39:02
33,7,8,2014-06-08 11:04:02
33,7,8,2014-06-08 11:05:02
33,7,8,2014-06-08 11:06:02
33,7,8,2014-06-08 11:07:02
33,7,8,2014-06-08 11:08:02
33,7,8,2014-06-08 11:09:03
33,7,8,2014-06-08 11:10:02
33,7,8,2014-06-08 11:11:04
33,7,8,2014-06-08 11:12:03
33,7,8,2014-06-08 11:13:03
33,7,8,2014-06-08 11:14:02
33,7,8,2014-06-08 11:15:03
33,7,8,2014-06-08 11:16:02
33,7,8,2014-06-08 11:17:02
33,7,8,2014-06-08 11:18:03
33,7,8,2014-06-08 11:19:02
33,7,8,2014-06-08 11:20:02
33,7,8,2014-06-08 11:21:03
33,7,8,2014-06-08 11:22:02
33,7,8,2014-06-08 11:23:03
33,7,8,2014-06-08 11:24:03
33,7,8,2014-06-08 11:25:03
33,7,8,2014-06-08 11:26:02
33,7,8,2014-06-08 11:27:02
33,7,8,2014-06-08 11:28:03
33,7,8,2014-06-08 11:29:03
33,7,8,2014-06-08 11:30:02
33,7,8,2014-06-08 11:31:03
33,7,8,2014-06-08 11:32:02
33,7,8,2014-06-08 11:33:02
33,7,8,2014-06-08 11:34:02
33,7,8,2014-06-08 11:35:03
33,7,8,2014-06-08 11:36:03
33,7,8,2014-06-08 11:37:03
33,7,8,2014-06-08 11:38:02
33,7,8,2014-06-08 11:39:03
33,7,8,2014-06-08 11:40:03
33,7,8,2014-06-08 11:41:03
33,7,8,2014-06-08 11:42:02
33,7,8,2014-06-08 11:43:03
33,7,8,2014-06-08 11:44:03
33,7,8,2014-06-08 11:45:03
33,7,8,2014-06-08 11:46:03
33,7,8,2014-06-08 11:47:02
33,7,8,2014-06-08 11:48:02
33,7,8,2014-06-08 11:49:02
33,7,8,2014-06-08 11:50:02
33,7,8,2014-06-08 11:51:02
33,7,8,2014-06-08 11:52:02
33,7,8,2014-06-08 11:53:03
33,7,8,2014-06-08 11:54:02
33,7,8,2014-06-08 11:55:03
33,7,8,2014-06-08 11:56:02
33,7,8,2014-06-08 11:57:03
33,7,8,2014-06-08 11:58:03
33,7,8,2014-06-08 11:59:02
33,7,8,2014-06-08 12:00:02
33,7,8,2014-06-08 12:01:02
33,7,8,2014-06-08 12:02:02
33,7,8,2014-06-08 12:03:03
33,7,8,2014-06-08 12:04:01
33,7,8,2014-06-08 12:05:03
33,7,8,2014-06-08 12:06:03
33,7,8,2014-06-08 12:07:02
33,7,8,2014-06-08 12:08:02
33,7,8,2014-06-08 12:09:02
33,7,8,2014-06-08 12:10:03
33,7,8,2014-06-08 12:11:02
33,7,8,2014-06-08 12:12:03
33,7,8,2014-06-08 12:13:02
33,7,8,2014-06-08 12:14:03
33,7,8,2014-06-08 12:15:02
33,7,8,2014-06-08 12:16:02
33,7,8,2014-06-08 12:17:02
33,7,8,2014-06-08 12:18:04
33,7,8,2014-06-08 12:19:02
33,7,8,2014-06-08 12:20:02
33,7,8,2014-06-08 12:21:02
33,7,8,2014-06-08 12:22:02
33,7,8,2014-06-08 12:23:03
33,7,8,2014-06-08 12:24:03
33,7,8,2014-06-08 12:25:03
33,7,8,2014-06-08 12:26:03
33,7,8,2014-06-08 12:27:02
33,7,8,2014-06-08 12:28:03
33,7,8,2014-06-08 12:29:03
33,7,8,2014-06-08 12:30:02
33,7,8,2014-06-08 12:31:02
33,7,8,2014-06-08 12:32:03
33,7,8,2014-06-08 12:33:04
33,7,8,2014-06-08 12:34:02
33,7,8,2014-06-08 12:35:02
33,8,7,2014-06-08 12:36:03
33,8,7,2014-06-08 12:37:02
33,8,7,2014-06-08 12:38:03
33,8,7,2014-06-08 12:39:04
33,8,7,2014-06-08 12:40:02
33,8,7,2014-06-08 12:41:02
33,8,7,2014-06-08 12:42:02
33,8,7,2014-06-08 12:43:02
33,8,7,2014-06-08 12:44:03
33,8,7,2014-06-08 12:45:02
33,8,7,2014-06-08 12:46:03
33,8,7,2014-06-08 12:47:03
33,8,7,2014-06-08 12:48:03
33,8,7,2014-06-08 12:49:04
33,8,7,2014-06-08 12:50:02
33,8,7,2014-06-08 12:51:03
33,8,7,2014-06-08 12:52:03
33,8,7,2014-06-08 12:53:02
33,8,7,2014-06-08 12:54:02
33,8,7,2014-06-08 12:55:02
33,8,7,2014-06-08 12:56:03
33,8,7,2014-06-08 12:57:03
33,8,7,2014-06-08 12:58:03
33,8,7,2014-06-08 12:59:03
33,8,7,2014-06-08 13:00:03
33,8,7,2014-06-08 13:01:02
33,8,7,2014-06-08 13:02:04
33,8,7,2014-06-08 13:03:02
33,8,7,2014-06-08 13:04:02
33,8,7,2014-06-08 13:05:03
33,8,7,2014-06-08 13:06:04
33,8,7,2014-06-08 13:07:02
33,8,7,2014-06-08 13:08:03
33,8,7,2014-06-08 13:09:02
33,8,7,2014-06-08 13:10:03
33,8,7,2014-06-08 13:11:01
33,8,7,2014-06-08 13:12:03
33,8,7,2014-06-08 13:13:03
33,8,7,2014-06-08 13:14:02
33,8,7,2014-06-08 13:15:02
33,8,7,2014-06-08 13:16:03
33,8,7,2014-06-08 13:17:02
33,8,7,2014-06-08 13:18:03
33,8,7,2014-06-08 13:19:03
33,8,7,2014-06-08 13:20:02
33,8,7,2014-06-08 13:21:02
33,8,7,2014-06-08 13:22:02
33,8,7,2014-06-08 13:23:02
33,8,7,2014-06-08 13:24:03
33,8,7,2014-06-08 13:25:02
33,8,7,2014-06-08 13:26:02
33,8,7,2014-06-08 13:27:02
33,8,7,2014-06-08 13:28:03
33,8,7,2014-06-08 13:29:02
33,8,7,2014-06-08 13:30:02
33,8,7,2014-06-08 13:31:03
33,8,7,2014-06-08 13:32:02
33,8,7,2014-06-08 13:33:02
33,8,7,2014-06-08 13:34:02
33,8,7,2014-06-08 13:35:02
33,8,7,2014-06-08 13:36:02
33,8,7,2014-06-08 13:37:02
33,8,7,2014-06-08 13:38:03
33,8,7,2014-06-08 13:39:02
33,8,7,2014-06-08 13:40:02
33,8,7,2014-06-08 13:41:02
33,8,7,2014-06-08 13:42:02
33,8,7,2014-06-08 13:43:03
33,8,7,2014-06-08 13:44:01
33,8,7,2014-06-08 13:45:02
33,8,7,2014-06-08 13:46:03
33,8,7,2014-06-08 13:47:03
33,8,7,2014-06-08 13:48:02
33,8,7,2014-06-08 13:49:02
33,8,7,2014-06-08 13:50:03
33,8,7,2014-06-08 13:51:02
33,8,7,2014-06-08 13:52:03
33,8,7,2014-06-08 13:53:03
33,8,7,2014-06-08 13:54:03
33,8,7,2014-06-08 13:55:03
33,8,7,2014-06-08 13:56:02
33,8,7,2014-06-08 13:57:03
33,8,7,2014-06-08 13:58:02
33,8,7,2014-06-08 13:59:03
33,8,7,2014-06-08 14:00:02
33,8,7,2014-06-08 14:01:03
33,8,7,2014-06-08 14:02:03
33,8,7,2014-06-08 14:03:02
33,8,7,2014-06-08 14:04:03
33,8,7,2014-06-08 14:05:03
33,8,7,2014-06-08 14:06:03
33,8,7,2014-06-08 14:07:02
33,8,7,2014-06-08 14:08:03
33,8,7,2014-06-08 14:09:03
33,8,7,2014-06-08 14:10:03
33,8,7,2014-06-08 14:11:03
33,8,7,2014-06-08 14:12:02
33,8,7,2014-06-08 14:13:03
33,8,7,2014-06-08 14:14:03
33,8,7,2014-06-08 14:15:03
33,8,7,2014-06-08 14:16:02
33,8,7,2014-06-08 14:17:02
33,8,7,2014-06-08 14:18:03
33,8,7,2014-06-08 14:19:03
33,8,7,2014-06-08 14:20:03
33,8,7,2014-06-08 14:21:02
33,8,7,2014-06-08 14:22:03
33,8,7,2014-06-08 14:23:02
33,8,7,2014-06-08 14:24:02
33,8,7,2014-06-08 14:25:03
33,8,7,2014-06-08 14:26:02
33,8,7,2014-06-08 14:27:02
33,8,7,2014-06-08 14:28:03
33,8,7,2014-06-08 14:29:03
33,8,7,2014-06-08 14:30:03
33,8,7,2014-06-08 14:31:03
33,8,7,2014-06-08 14:32:02
33,8,7,2014-06-08 14:33:03
33,8,7,2014-06-08 14:34:02
33,8,7,2014-06-08 14:35:02
33,8,7,2014-06-08 14:36:03
33,8,7,2014-06-08 14:37:03
33,8,7,2014-06-08 14:38:03
33,8,7,2014-06-08 14:39:02
33,8,7,2014-06-08 14:40:03
33,8,7,2014-06-08 14:41:03
33,8,7,2014-06-08 14:42:02
33,8,7,2014-06-08 14:43:02
33,8,7,2014-06-08 14:44:02
33,8,7,2014-06-08 14:45:01
33,8,7,2014-06-08 14:46:02
33,8,7,2014-06-08 14:47:03
33,8,7,2014-06-08 14:48:03
33,8,7,2014-06-08 14:49:02
33,8,7,2014-06-08 14:50:02
33,8,7,2014-06-08 14:51:02
33,8,7,2014-06-08 14:52:03
33,8,7,2014-06-08 14:53:04
33,8,7,2014-06-08 14:54:02
33,8,7,2014-06-08 14:55:02
33,8,7,2014-06-08 14:56:03
33,8,7,2014-06-08 14:57:02
33,8,7,2014-06-08 14:58:02
33,8,7,2014-06-08 14:59:03
33,8,7,2014-06-08 15:00:03
33,8,7,2014-06-08 15:01:03
33,8,7,2014-06-08 15:02:02
33,8,7,2014-06-08 15:03:03
33,8,7,2014-06-08 15:04:02
33,8,7,2014-06-08 15:05:02
33,8,7,2014-06-08 15:06:02
33,8,7,2014-06-08 15:07:03
33,8,7,2014-06-08 15:08:03
33,8,7,2014-06-08 15:09:03
33,8,7,2014-06-08 15:10:02
33,8,7,2014-06-08 15:11:02
33,8,7,2014-06-08 15:12:02
33,8,7,2014-06-08 15:13:03
33,8,7,2014-06-08 15:14:02
33,8,7,2014-06-08 15:15:02
33,8,7,2014-06-08 15:16:03
33,8,7,2014-06-08 15:17:01
33,8,7,2014-06-08 15:18:03
33,8,7,2014-06-08 15:19:02
33,8,7,2014-06-08 15:20:03
33,8,7,2014-06-08 15:21:03
33,8,7,2014-06-08 15:22:02
33,8,7,2014-06-08 15:23:02
33,8,7,2014-06-08 15:24:02
33,8,7,2014-06-08 15:25:02
33,8,7,2014-06-08 15:26:02
33,8,7,2014-06-08 15:27:02
33,8,7,2014-06-08 15:28:03
33,8,7,2014-06-08 15:29:02
33,8,7,2014-06-08 15:30:02
